Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Utica Junior High School,North Fork Local,Licking,"Utica, OH, 43080-0647",76.502,Utica, OH, 43080,0647
Valerie PreK-6 School,Dayton City,Montgomery,"Dayton, OH, 45405-1125",57.888,Dayton, OH, 45405,1125
Valley Elementary School,Valley Local,Scioto,"Lucasville, OH, 45648-8510",88.063,Lucasville, OH, 45648,8510
Valley Elementary School,Beavercreek City,Greene,"Beavercreek, OH, 45434-5957",98.860,Beavercreek, OH, 45434,5957
Valley Forge Elementary School,Columbus City,Franklin,"Columbus, OH, 43229-5133",62.037,Columbus, OH, 43229,5133
Valley Forge High School,Parma City,Cuyahoga,"Parma Heights, OH, 44130-4644",77.432,Parma Heights, OH, 44130,4644
Harold Schnell Elementary School,West Carrollton City,Montgomery,"Dayton, OH, 45402",83.048,Dayton, OH, 45402,
Valley High School,Valley Local,Scioto,"Lucasville, OH, 45648-8510",85.959,Lucasville, OH, 45648,8510
Valley Middle School,Valley Local,Scioto,"Lucasville, OH, 45648-9014",81.127,Lucasville, OH, 45648,9014
Valley Vista Elementary School,North Royalton City,Cuyahoga,"North Royalton, OH, 44133-3109",106.969,North Royalton, OH, 44133,3109
Valley View Elementary School,Wadsworth City,Medina,"Wadsworth, OH, 44281",100.101,Wadsworth, OH, 44281,
Valley View High School,Valley View Local,Montgomery,"Germantown, OH, 45327",86.713,Germantown, OH, 45327,
Valley View Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44135-4356",59.574,Cleveland, OH, 44135,4356
Valleyview Elementary School,Columbus City,Franklin,"Columbus, OH, 43204-2012",67.363,Columbus, OH, 43204,2012
Van Buren Elementary School,Van Buren Local,Hancock,"Van Buren, OH, 45889-9720",103.333,Van Buren, OH, 45889,9720
Crawford Woods Elementary School,Hamilton City,Butler,"Hamilton, OH, 45011-3905",65.764,Hamilton, OH, 45011,3905
Van Buren Middle School,Kettering City School District,Montgomery,"Kettering, OH, 45429-2735",91.782,Kettering, OH, 45429,2735
Van Buren High School,Van Buren Local,Hancock,"Van Buren, OH, 45889-9720",91.761,Van Buren, OH, 45889,9720
Edwin Joel Brown Middle School,Dayton City,Montgomery,"Dayton, OH, 45405-3476",49.389,Dayton, OH, 45405,3476
Van Wert High School,Van Wert City,Van Wert,"Van Wert, OH, 45891-9243",78.433,Van Wert, OH, 45891,9243
Vanlue Elementary School,Vanlue Local,Hancock,"Vanlue, OH, 45890-0250",84.172,Vanlue, OH, 45890,0250
Vanlue High School,Vanlue Local,Hancock,"Vanlue, OH, 45890-0250",81.117,Vanlue, OH, 45890,0250
Columbus Grove Middle School,Columbus Grove Local,Putnam,"Columbus Grove, OH, 45830-1237",94.554,Columbus Grove, OH, 45830,1237
Sailorway Middle School,Vermilion Local,Erie,"Vermilion, OH, 44089-1500",87.169,Vermilion, OH, 44089,1500
Vermilion High School,Vermilion Local,Erie,"Vermilion, OH, 44089-1577",80.060,Vermilion, OH, 44089,1577
Vermont Avenue Elementary School,Wyoming City,Hamilton,"Wyoming, OH, 45215-2043",104.018,Wyoming, OH, 45215,2043
Badger Middle School,Joseph Badger Local,Trumbull,"Kinsman, OH, 44428-9788",83.464,Kinsman, OH, 44428,9788
Bloom-Vernon Elementary School,Bloom-Vernon Local,Scioto,"South Webster, OH, 45682-0479",97.727,South Webster, OH, 45682,0479
Tri-County North Middle School,Tri-County North Local,Preble,"Lewisburg, OH, 45338-0699",78.097,Lewisburg, OH, 45338,0699
Versailles Elementary School,Versailles Exempted Village,Darke,"Versailles, OH, 45380-0313",98.955,Versailles, OH, 45380,0313
Versailles High School,Versailles Exempted Village,Darke,"Versailles, OH, 45380-0313",94.633,Versailles, OH, 45380,0313
Hilltop Elementary School,Canfield Local,Mahoning,"Canfield, OH, 44406-1227",105.298,Canfield, OH, 44406,1227
Vincent Elementary School,Clearview Local,Lorain,"Lorain, OH, 44055-3657",82.125,Lorain, OH, 44055,3657
Vinton County High School,Vinton County Local,Vinton,"Mc Arthur, OH, 45651-8400",62.661,Mc Arthur, OH, 45651,8400
Vinton Elementary School,Gallia County Local,Gallia,"Vinton, OH, 45686-9074",90.604,Vinton, OH, 45686,9074
Voris Community Learning Center,Akron City,Summit,"Akron, OH, 44301-3010",71.467,Akron, OH, 44301,3010
Twin Valley South Elementary School,Twin Valley Community Local,Preble,"West Alexandria, OH, 45381-1184",90.519,West Alexandria, OH, 45381,1184
West Boulevard Elementary School,Boardman Local,Mahoning,"Youngstown, OH, 44512-2746",101.611,Youngstown, OH, 44512,2746
West Branch Middle School,West Branch Local,Mahoning,"Beloit, OH, 44609-9533",90.038,Beloit, OH, 44609,9533
West Branch High School,West Branch Local,Mahoning,"Beloit, OH, 44609-9504",83.381,Beloit, OH, 44609,9504
West Broad Elementary School,Columbus City,Franklin,"Columbus, OH, 43204-3336",69.757,Columbus, OH, 43204,3336
West Carrollton High School,West Carrollton City,Montgomery,"West Carrollton, OH, 45449-2935",63.642,West Carrollton, OH, 45449,2935
West Carrollton Middle School,West Carrollton City,Montgomery,"West Carrollton, OH, 45449-1310",66.980,West Carrollton, OH, 45449,1310
William C Bryant Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44109-5469",61.532,Cleveland, OH, 44109,5469
West Elkton Intermediate School,Preble Shawnee Local,Preble,"West Elkton, OH, 45070-0097",83.132,West Elkton, OH, 45070,0097
West Franklin Elementary School,South-Western City,Franklin,"Columbus, OH, 43204-1037",76.606,Columbus, OH, 43204,1037
West Geauga High School,West Geauga Local,Geauga,"Chesterland, OH, 44026-3532",92.488,Chesterland, OH, 44026,3532
West Geauga Middle School,West Geauga Local,Geauga,"Chesterland, OH, 44026-3519",100.119,Chesterland, OH, 44026,3519
Heritage Middle School,East Cleveland City School District,Cuyahoga,"East Cleveland, OH, 44112-3928",48.333,East Cleveland, OH, 44112,3928
Rittman Elementary School,Rittman Exempted Village,Wayne,"Rittman, OH, 44270-1225",93.474,Rittman, OH, 44270,1225
West Holmes High School,West Holmes Local,Holmes,"Millersburg, OH, 44654-9732",75.102,Millersburg, OH, 44654,9732
West Jefferson Middle School,Jefferson Local,Madison,"West Jefferson, OH, 43162-1451",79.520,West Jefferson, OH, 43162,1451
West Jefferson High School,Jefferson Local,Madison,"West Jefferson, OH, 43162-1360",79.198,West Jefferson, OH, 43162,1360
West Liberty-Salem Elementary School,West Liberty-Salem Local,Champaign,"West Liberty, OH, 43357-9663",102.430,West Liberty, OH, 43357,9663
West Liberty-Salem Middle/High School,West Liberty-Salem Local,Champaign,"West Liberty, OH, 43357-9663",96.796,West Liberty, OH, 43357,9663
West Main Elementary School,Ravenna City,Portage,"Ravenna, OH, 44266-2722",93.359,Ravenna, OH, 44266,2722
West Mound Elementary School,Columbus City,Franklin,"Columbus, OH, 43223-2018",55.081,Columbus, OH, 43223,2018
West Muskingum High School,West Muskingum Local,Muskingum,"Zanesville, OH, 43701-8983",71.933,Zanesville, OH, 43701,8983
East Palestine Middle School,East Palestine City,Columbiana,"East Palestine, OH, 44413-1664",77.218,East Palestine, OH, 44413,1664
West Park Elementary School,Ravenna City,Portage,"Ravenna, OH, 44266-1413",NC,Ravenna, OH, 44266,1413
West Union Elementary School,Adams County Ohio Valley Local,Adams,"West Union, OH, 45693-9654",75.561,West Union, OH, 45693,9654
West Union High School,Adams County Ohio Valley Local,Adams,"West Union, OH, 45693-8702",68.237,West Union, OH, 45693,8702
Hilltop Elementary School,Millcreek-West Unity Local,Williams,"West Unity, OH, 43570-9465",90.582,West Unity, OH, 43570,9465
Wade Park,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44103-3304",47.150,Cleveland, OH, 44103,3304
Wadsworth High School,Wadsworth City,Medina,"Wadsworth, OH, 44281-2319",86.726,Wadsworth, OH, 44281,2319
Wait Primary Elementary School,Streetsboro City,Portage,"Streetsboro, OH, 44241-4745",NC,Streetsboro, OH, 44241,4745
Waite High School,Toledo City,Lucas,"Toledo, OH, 43605-2124",54.395,Toledo, OH, 43605,2124
Walbridge Elementary School,Toledo City,Lucas,"Toledo, OH, 43609-2251",65.669,Toledo, OH, 43609,2251
Heritage Elementary School,River Valley Local,Marion,"Marion, OH, 43302-8910",93.355,Marion, OH, 43302,8910
Walls Elementary School,Kent City,Portage,"Kent, OH, 44240-2633",90.890,Kent, OH, 44240,2633
Walnut Creek Elementary School,East Holmes Local,Holmes,"Walnut Creek, OH, 44687-0145",92.305,Walnut Creek, OH, 44687,0145
Walnut Elementary School,Teays Valley Local,Pickaway,"Ashville, OH, 43103-9406",103.234,Ashville, OH, 43103,9406
Millersport Elementary School,Walnut Township Local,Fairfield,"Millersport, OH, 43046-8058",91.011,Millersport, OH, 43046,8058
Walnut Hills High School,Cincinnati City,Hamilton,"Cincinnati, OH, 45207-1457",105.621,Cincinnati, OH, 45207,1457
Millersport Jr/Sr High School,Walnut Township Local,Fairfield,"Millersport, OH, 43046-8058",70.700,Millersport, OH, 43046,8058
Heritage Middle School,Painesville City Local,Lake,"Painesville, OH, 44077-2810",61.866,Painesville, OH, 44077,2810
Walnut Ridge High School,Columbus City,Franklin,"Columbus, OH, 43227-2172",48.355,Columbus, OH, 43227,2172
Walnut Springs Middle School,Westerville City,Franklin,"Westerville, OH, 43081-2500",83.765,Westerville, OH, 43081,2500
Walton School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-4942",53.121,Cleveland, OH, 44113,4942
Miamisburg Middle School,Miamisburg City,Montgomery,"Miamisburg, OH, 45342-3493",87.201,Miamisburg, OH, 45342,3493
Wapakoneta High School,Wapakoneta City,Auglaize,"Wapakoneta, OH, 45895-9375",78.747,Wapakoneta, OH, 45895,9375
Warder Park-Wayne Elementary School,Springfield City School District,Clark,"Springfield, OH, 45503-5041",68.045,Springfield, OH, 45503,5041
Warner Girls Leadership Academy,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44105-6558",55.145,Cleveland, OH, 44105,6558
Buckeye Local Junior High,Buckeye Local,Jefferson,"Rayland, OH, 43943-7847",77.030,Rayland, OH, 43943,7847
Warren Elementary School,Warren Local,Washington,"Marietta, OH, 45750-6412",83.764,Marietta, OH, 45750,6412
Warren High School,Warren Local,Washington,"Vincent, OH, 45784-5041",78.336,Vincent, OH, 45784,5041
Warrensville Heights High School,Warrensville Heights City,Cuyahoga,"Warrensville Heights, OH, 44128-2812",50.531,Warrensville Heights, OH, 44128,2812
Warrensville Heights Middle School,Warrensville Heights City,Cuyahoga,"Warrensville Heights, OH, 44128-2832",58.326,Warrensville Heights, OH, 44128,2832
Warsaw Elementary School,River View Local,Coshocton,"Warsaw, OH, 43844-0097",94.941,Warsaw, OH, 43844,0097
Niles Intermediate School,Niles City,Trumbull,"Niles, OH, 44446-1920",89.288,Niles, OH, 44446,1920
Washington Elementary School,Lorain City,Lorain,"Lorain, OH, 44052-4615",59.241,Lorain, OH, 44052,4615
Washington Elementary School,Fremont City,Sandusky,"Lindsey, OH, 43442",97.273,Lindsey, OH, 43442,
Washington Elementary School,Logan Elm Local,Pickaway,"Circleville, OH, 43113-9266",90.918,Circleville, OH, 43113,9266
Hillsboro Intermediate School,Hillsboro City,Highland,"Hillsboro, OH, 45133-1619",87.473,Hillsboro, OH, 45133,1619
Washington K-1 Elementary School,Tiffin City,Seneca,"Tiffin, OH, 44883-2029",NC,Tiffin, OH, 44883,2029
Washington Junior High School,Washington Local,Lucas,"Toledo, OH, 43613-2033",76.809,Toledo, OH, 43613,2033
Washington Elementary School,Bryan City,Williams,"Bryan, OH, 43506-1905",NC,Bryan, OH, 43506,1905
Washington Elementary School,Marlington Local,Stark,"Alliance, OH, 44601-8193",100.355,Alliance, OH, 44601,8193
Washington Elementary School,Marietta City,Washington,"Marietta, OH, 45750-1923",81.034,Marietta, OH, 45750,1923
George Washington Elementary School,Marion City,Marion,"Marion, OH, 43302-5532",72.428,Marion, OH, 43302,5532
Washington High School,Massillon City,Stark,"Massillon, OH, 44646-7100",68.776,Massillon, OH, 44646,7100
Washington Middle School,Washington Court House City,Fayette,"Washington Court House, OH, 43160-2100",82.400,Washington Court House, OH, 43160,2100
Washington Elementary School,Gallipolis City,Gallia,"Gallipolis, OH, 45631-1111",78.161,Gallipolis, OH, 45631,1111
Washington Park,Cleveland Municipal,Cuyahoga,"Newburgh Heights, OH, 44105-3178",43.276,Newburgh Heights, OH, 44105,3178
John Sells Middle School,Dublin City,Franklin,"Dublin, OH, 43017-1163",97.323,Dublin, OH, 43017,1163
Washington High School,Washington Court House City,Fayette,"Washington Court House, OH, 43160-2557",73.633,Washington Court House, OH, 43160,2557
Leetonia Elementary School,Leetonia Exempted Village,Columbiana,"Leetonia, OH, 44431-1075",90.772,Leetonia, OH, 44431,1075
Waterford Elementary School,Wolf Creek Local,Washington,"Waterford, OH, 45786-0045",86.527,Waterford, OH, 45786,0045
Waterford High School,Wolf Creek Local,Washington,"Waterford, OH, 45786-0067",77.339,Waterford, OH, 45786,0067
Waterloo High School,Waterloo Local,Portage,"Atwater, OH, 44201-9349",82.238,Atwater, OH, 44201,9349
Waterville Primary School,Anthony Wayne Local,Lucas,"Waterville, OH, 43566-1253",106.539,Waterville, OH, 43566,1253
Watkins Memorial High School,Southwest Licking Local,Licking,"Pataskala, OH, 43062-9053",83.926,Pataskala, OH, 43062,9053
Watson Elementary School,Perry Local,Stark,"Massillon, OH, 44646-3005",97.559,Massillon, OH, 44646,3005
Austintown Elementary School,Austintown Local Schools,Mahoning,"Youngstown, OH, 44515-3703",NC,Youngstown, OH, 44515,3703
Wauseon High School,Wauseon Exempted Village,Fulton,"Wauseon, OH, 43567-1269",84.639,Wauseon, OH, 43567,1269
Waverly Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44102-2940",56.696,Cleveland, OH, 44102,2940
Waverly High School,Waverly City,Pike,"Waverly, OH, 45690",67.691,Waverly, OH, 45690,
Waynesville Elementary School,Wayne Local,Warren,"Waynesville, OH, 45068-9588",103.787,Waynesville, OH, 45068,9588
Wayne High School,Huber Heights City,Montgomery,"Huber Heights, OH, 45424-3700",68.583,Huber Heights, OH, 45424,3700
Waynesville High School,Wayne Local,Warren,"Waynesville, OH, 45068-8432",92.674,Waynesville, OH, 45068,8432
Wayne Trail Elementary School,Maumee City,Lucas,"Maumee, OH, 43537-2804",98.665,Maumee, OH, 43537,2804
Waynedale High School,Southeast Local,Wayne,"Apple Creek, OH, 44606-9408",90.090,Apple Creek, OH, 44606,9408
Waynesfield-Goshen Local High School,Waynesfield-Goshen Local,Auglaize,"Waynesfield, OH, 45896-9448",83.461,Waynesfield, OH, 45896,9448
Waynesfield-Goshen Local Elementary School,Waynesfield-Goshen Local,Auglaize,"Waynesfield, OH, 45896-9448",94.307,Waynesfield, OH, 45896,9448
Kiser PreK-6 School,Dayton City,Montgomery,"Dayton, OH, 45404-1700",51.252,Dayton, OH, 45404,1700
Hillsboro Primary School,Hillsboro City,Highland,"Hillsboro, OH, 45133",81.579,Hillsboro, OH, 45133,
Wedgewood Middle School,Columbus City,Franklin,"Columbus, OH, 43228-3144",57.603,Columbus, OH, 43228,3144
Weigel Elementary School,Northwest Local,Hamilton,"Cincinnati, OH, 45239-5207",80.077,Cincinnati, OH, 45239,5207
Weinland Park Elementary School,Columbus City,Franklin,"Columbus, OH, 43201-2510",63.712,Columbus, OH, 43201,2510
Weller Elementary School,Centerville City,Montgomery,"Centerville, OH, 45458-4110",96.434,Centerville, OH, 45458,4110
Wells Academy,Steubenville City,Jefferson,"Steubenville, OH, 43952-2022",112.581,Steubenville, OH, 43952,2022
Wellston High School,Wellston City,Jackson,"Wellston, OH, 45692-9305",70.510,Wellston, OH, 45692,9305
Wellsville Jr. Sr. High,Wellsville Local,Columbiana,"Wellsville, OH, 43968-1367",68.806,Wellsville, OH, 43968,1367
Joseph Welty Middle School,New Philadelphia City,Tuscarawas,"New Philadelphia, OH, 44663-1919",88.148,New Philadelphia, OH, 44663,1919
Wernert Elementary School,Washington Local,Lucas,"Toledo, OH, 43613-2607",80.889,Toledo, OH, 43613,2607
Chesapeake Elementary School,Chesapeake Union Exempted Village,Lawrence,"Chesapeake, OH, 45619-7009",96.585,Chesapeake, OH, 45619,7009
Fort Recovery Elementary School,Fort Recovery Local,Mercer,"Fort Recovery, OH, 45846-9746",90.928,Fort Recovery, OH, 45846,9746
St Marys West Intermediate School,St Marys City,Auglaize,"Saint Marys, OH, 45885-2077",97.504,Saint Marys, OH, 45885,2077
West Elementary School,Newcomerstown Exempted Village,Tuscarawas,"Newcomerstown, OH, 43832-1401",86.210,Newcomerstown, OH, 43832,1401
West Elementary School,New Philadelphia City,Tuscarawas,"New Philadelphia, OH, 44663-1535",76.065,New Philadelphia, OH, 44663,1535
Celina Elementary School,Celina City,Mercer,"Celina, OH, 45822-2068",97.063,Celina, OH, 45822,2068
Fairfield West Elementary School,Fairfield City,Butler,"Fairfield, OH, 45014-1606",92.545,Fairfield, OH, 45014,1606
Waverly Intermediate School,Waverly City,Pike,"Waverly, OH, 45690",84.108,Waverly, OH, 45690,
William Holmes McGuffey Elementary School,Youngstown City,Mahoning,"Youngstown, OH, 44509-3001",64.836,Youngstown, OH, 44509,3001
West Elementary School,Athens City,Athens,"Athens, OH, 45701-1502",95.154,Athens, OH, 45701,1502
Twin Oak Elementary School,Mount Vernon City,Knox,"Mount Vernon, OH, 43050-9504",100.252,Mount Vernon, OH, 43050,9504
Crestwood Middle School,Crestwood Local,Portage,"Mantua, OH, 44255-9411",80.793,Mantua, OH, 44255,9411
West High School,Columbus City,Franklin,"Columbus, OH, 43204-3032",52.872,Columbus, OH, 43204,3032
Warner Middle School,Xenia Community City,Greene,"Xenia, OH, 45385-4108",72.949,Xenia, OH, 45385,4108
Lima West Middle School,Lima City,Allen,"Lima, OH, 45805-2132",48.004,Lima, OH, 45805,2132
Tiffin Middle School,Tiffin City,Seneca,"Tiffin, OH, 44883-2702",79.139,Tiffin, OH, 44883,2702
Brookville Elementary School,Brookville Local,Montgomery,"Brookville, OH, 45309-1451",93.548,Brookville, OH, 45309,1451
The Bridgeport School District - Elementary,Bridgeport Exempted Village,Belmont,"Bridgeport, OH, 43912-1516",96.380,Bridgeport, OH, 43912,1516
Westerly Elementary School,Bay Village City,Cuyahoga,"Bay Village, OH, 44140-1621",106.626,Bay Village, OH, 44140,1621
Bellefontaine Intermediate School,Bellefontaine City,Logan,"Bellefontaine, OH, 43311-2243",89.436,Bellefontaine, OH, 43311,2243
Western Elementary School,Lexington Local,Richland,"Lexington, OH, 44904-9543",103.533,Lexington, OH, 44904,9543
Western High School,Western Local,Pike,"Latham, OH, 45646-0129",64.004,Latham, OH, 45646,0129
Westerville-South High School,Westerville City,Franklin,"Westerville, OH, 43081-2333",85.647,Westerville, OH, 43081,2333
Westfall High School,Westfall Local,Pickaway,"Williamsport, OH, 43164-9745",69.148,Williamsport, OH, 43164,9745
Westgate Middle School,East Liverpool City,Columbiana,"East Liverpool, OH, 43920-2302",64.771,East Liverpool, OH, 43920,2302
Westgate Alternative Elementary School,Columbus City,Franklin,"Columbus, OH, 43204-1901",72.755,Columbus, OH, 43204,1901
East Liverpool Junior High,East Liverpool City,Columbiana,"East Liverpool, OH, 43920-1936",67.178,East Liverpool, OH, 43920,1936
New Carlisle Elementary School,Tecumseh Local,Clark,"New Carlisle, OH, 45344-1222",84.584,New Carlisle, OH, 45344,1222
Westlake High School,Westlake City,Cuyahoga,"Westlake, OH, 44145-3032",95.693,Westlake, OH, 44145,3032
Tri-Village Elementary School,Tri-Village Local,Darke,"New Madison, OH, 45346-0031",86.667,New Madison, OH, 45346,0031
Westmoor Middle School,Columbus City,Franklin,"Columbus, OH, 43204-2013",57.650,Columbus, OH, 43204,2013
Westview Elementary School,Avon Lake City,Lorain,"Avon Lake, OH, 44012-1127",101.494,Avon Lake, OH, 44012,1127
Westwood Elementary School,West Geauga Local,Geauga,"Novelty, OH, 44072-9709",107.986,Novelty, OH, 44072,9709
Westwood Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45211-6706",62.927,Cincinnati, OH, 45211,6706
Westwood Elementary School,Wellington Exempted Village,Lorain,"Wellington, OH, 44090-1072",72.129,Wellington, OH, 44090,1072
Riverdale Middle School,Riverdale Local,Hancock,"Mt Blanchard, OH, 45867-9783",84.831,Mt Blanchard, OH, 45867,9783
Wheelersburg Elementary School,Wheelersburg Local,Scioto,"Wheelersburg, OH, 45694-9088",98.302,Wheelersburg, OH, 45694,9088
Wheelersburg High School,Wheelersburg Local,Scioto,"Wheelersburg, OH, 45694-9088",91.662,Wheelersburg, OH, 45694,9088
Hannah Crawford Elementary School PreK-Grade 2,Colonel Crawford Local,Crawford,"North Robinson, OH, 44827-9480",NC,North Robinson, OH, 44827,9480
Whetstone High School,Columbus City,Franklin,"Columbus, OH, 43214-3040",58.277,Columbus, OH, 43214,3040
Whipple Heights Elementary School,Perry Local,Stark,"Canton, OH, 44708-3418",97.092,Canton, OH, 44708,3418
Whiteoak High School,Bright Local,Highland,"Mowrystown, OH, 45155",60.594,Mowrystown, OH, 45155,
White Oak Middle School,Northwest Local,Hamilton,"Cincinnati, OH, 45239-6257",80.048,Cincinnati, OH, 45239,6257
Whitehall Yearling High School,Whitehall City,Franklin,"Whitehall, OH, 43213-2800",59.241,Whitehall, OH, 43213,2800
Whitehouse Primary School,Anthony Wayne Local,Lucas,"Whitehouse, OH, 43571-9567",104.016,Whitehouse, OH, 43571,9567
Whitmer High School,Washington Local,Lucas,"Toledo, OH, 43613-2022",74.970,Toledo, OH, 43613,2022
Whitney Elementary School,Strongsville City,Cuyahoga,"Strongsville, OH, 44136-1951",101.702,Strongsville, OH, 44136,1951
Whittier Elementary School,Findlay City,Hancock,"Findlay, OH, 45840-6063",NC,Findlay, OH, 45840,6063
Whittier Elementary School,Toledo City,Lucas,"Toledo, OH, 43612-1855",64.672,Toledo, OH, 43612,1855
Whittier Elementary School,Sidney City,Shelby,"Sidney, OH, 45365-1707",95.966,Sidney, OH, 45365,1707
Whittier Elementary School,Westerville City,Franklin,"Westerville, OH, 43081-2310",100.196,Westerville, OH, 43081,2310
Whittier Elementary School,Massillon City,Stark,"Massillon, OH, 44646-4413",72.753,Massillon, OH, 44646,4413
Ironton Elementary School,Ironton City,Lawrence,"Ironton, OH, 45638-1010",91.824,Ironton, OH, 45638,1010
Wickliffe Elementary School,Upper Arlington City,Franklin,"Upper Arlington, OH, 43221-1833",80.452,Upper Arlington, OH, 43221,1833
Wickliffe High School,Wickliffe City,Lake,"Wickliffe, OH, 44092-2020",76.072,Wickliffe, OH, 44092,2020
Wickliffe Middle School,Wickliffe City,Lake,"Wickliffe, OH, 44092-1911",89.151,Wickliffe, OH, 44092,1911
Wilbur Wright School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44111-3601",55.020,Cleveland, OH, 44111,3601
Wilcox Elementary School,North Ridgeville City,Lorain,"North Ridgeville, OH, 44039-4017",91.588,North Ridgeville, OH, 44039,4017
Wilcox Elementary School,Twinsburg City,Summit,"Twinsburg, OH, 44087-1856",NC,Twinsburg, OH, 44087,1856
Piqua Central Intermediate School,Piqua City,Miami,"Piqua, OH, 45356-1713",80.484,Piqua, OH, 45356,1713
Wildwood Elementary School,Middletown City,Butler,"Middletown, OH, 45042-2562",71.738,Middletown, OH, 45042,2562
Willard High School,Willard City,Huron,"Willard, OH, 44890-1359",71.249,Willard, OH, 44890,1359
William C Schenck Elementary School,Franklin City,Warren,"Franklin, OH, 45005-1562",89.342,Franklin, OH, 45005,1562
William Foster Elementary School,Garfield Heights City Schools,Cuyahoga,"Garfield Heights, OH, 44125-3660",77.165,Garfield Heights, OH, 44125,3660
William Henry Harrison High School,Southwest Local,Hamilton,"Harrison, OH, 45030-1929",80.691,Harrison, OH, 45030,1929
William Mason High School,Mason City,Warren,"Mason, OH, 45040-3708",99.137,Mason, OH, 45040,3708
Robert A. Taft Elementary School,Plain Local,Stark,"Canton, OH, 44718-2931",85.794,Canton, OH, 44718,2931
Williams Avenue Elementary School,Norwood City,Hamilton,"Norwood, OH, 45212-3806",91.277,Norwood, OH, 45212,3806
Williamsburg Elementary School,Williamsburg Local,Clermont,"Williamsburg, OH, 45176-1041",92.495,Williamsburg, OH, 45176,1041
Williamsburg High School,Williamsburg Local,Clermont,"Williamsburg, OH, 45176-1017",86.373,Williamsburg, OH, 45176,1017
Williamson Elementary School,Youngstown City,Mahoning,"Youngstown, OH, 44507-1219",54.414,Youngstown, OH, 44507,1219
Willoughby Middle School,Willoughby-Eastlake City,Lake,"Willoughby, OH, 44094-4129",89.135,Willoughby, OH, 44094,4129
Willow School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44127-1111",46.347,Cleveland, OH, 44127,1111
Willowick Middle School,Willoughby-Eastlake City,Lake,"Willowick, OH, 44095-4256",84.923,Willowick, OH, 44095,4256
Willowville Elementary School,West Clermont Local,Clermont,"Batavia, OH, 45103-1005",99.671,Batavia, OH, 45103,1005
Willson School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44108-3322",47.000,Cleveland, OH, 44108,3322
Wilmington High School,Wilmington City,Clinton,"Wilmington, OH, 45177-1251",75.133,Wilmington, OH, 45177,1251
Zane Grey Elementary School,Zanesville City,Muskingum,"Zanesville, OH, 43701-5301",68.130,Zanesville, OH, 43701,5301
Wilson Elementary School,Forest Hills Local,Hamilton,"Cincinnati, OH, 45244-3250",102.184,Cincinnati, OH, 45244,3250
Wilson Hill Elementary School,Worthington City,Franklin,"Worthington, OH, 43085-3235",91.113,Worthington, OH, 43085,3235
Wilson Middle School,Hamilton City,Butler,"Hamilton, OH, 45013-4602",75.520,Hamilton, OH, 45013,4602
Wilson Middle School,Newark City,Licking,"Newark, OH, 43055-2717",78.342,Newark, OH, 43055,2717
Windemere CLC,Akron City,Summit,"Akron, OH, 44312-1365",82.488,Akron, OH, 44312,1365
Windermere Elementary School,Upper Arlington City,Franklin,"Upper Arlington, OH, 43220-4675",108.639,Upper Arlington, OH, 43220,4675
Windham High School,Windham Exempted Village,Portage,"Windham, OH, 44288-1004",68.688,Windham, OH, 44288,1004
Windsor STEM Academy (K-6),Columbus City,Franklin,"Columbus, OH, 43211-2961",38.979,Columbus, OH, 43211,2961
Windsor Elementary School,Elyria City Schools,Lorain,"Elyria, OH, 44035-1749",94.409,Elyria, OH, 44035,1749
Winesburg Elementary School,East Holmes Local,Holmes,"Winesburg, OH, 44690-0207",101.174,Winesburg, OH, 44690,0207
Winterset Elementary School,Columbus City,Franklin,"Columbus, OH, 43220-3139",85.955,Columbus, OH, 43220,3139
Wintersville Elementary School,Indian Creek Local,Jefferson,"Wintersville, OH, 43953-3943",81.351,Wintersville, OH, 43953,3943
Indian Creek High School,Indian Creek Local,Jefferson,"Wintersville, OH, 43953-3944",66.380,Wintersville, OH, 43953,3944
Winton Hills Academy Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45232-1133",71.726,Cincinnati, OH, 45232,1133
Parker Woods Montessori,Cincinnati City,Hamilton,"Cincinnati, OH, 45223-1806",60.774,Cincinnati, OH, 45223,1806
Wise Elementary School,East Holmes Local,Holmes,"Charm, OH, 44617-0159",93.614,Charm, OH, 44617,0159
Withamsville-Tobasco Elementary School,West Clermont Local,Clermont,"Cincinnati, OH, 45245-2131",90.938,Cincinnati, OH, 45245,2131
Wogaman Middle School,Dayton City,Montgomery,"Dayton, OH, 45408",41.983,Dayton, OH, 45408,
Woodbury Elementary School,Shaker Heights City,Cuyahoga,"Shaker Heights, OH, 44120-1850",90.684,Shaker Heights, OH, 44120,1850
Woodcrest Elementary School,Columbus City,Franklin,"Columbus, OH, 43232-2864",60.621,Columbus, OH, 43232,2864
